Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search Impression Share,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales ,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 15, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID AUTO TOS,United States,Ballerina LOW BID AUTO TOS,Amazon,loose-match,-,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID AUTO LOW BID,United States,Fairy LOW BID AUTO LOW BID,Amazon,loose-match,-,21,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID AUTO LOW BID,United States,Fairy LOW BID AUTO LOW BID,Amazon,substitutes,-,102,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,United States,CATCH ALL NGO,Amazon,close-match,-,7298,0.1100%,53,0.7262%,$0.41,$21.55,29.9555%,3.34,$71.94,3,3,5.6604%,1,2,$21.98,$49.96
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,United States,CATCH ALL NGO,Amazon,loose-match,-,76162,0.4000%,716,0.9401%,$0.45,$319.72,23.8352%,4.20,"$1,341.38",58,61,8.1006%,47,14,"$1,003.66",$337.72
"Feb 11, 2026","Feb 17, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,United States,CATCH ALL NGO,Amazon,complements,-,3890,0.0000%,31,0.7969%,$0.35,$10.84,12.4856%,8.01,$86.82,4,4,12.9032%,2,2,$43.96,$42.86
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,United States,22000 beads LOW BID AUTO TOS,Amazon,close-match,-,252,4.1700%,13,5.1587%,$0.59,$7.70,22.0252%,4.54,$34.96,1,1,7.6923%,1,0,$34.96,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,United States,22000 beads LOW BID AUTO TOS,Amazon,loose-match,-,141,1.4100%,7,4.9645%,$0.40,$2.80,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,United States,22000 beads LOW BID AUTO TOS,Amazon,substitutes,-,592,2.0200%,32,5.4054%,$0.59,$19.02,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO Low bid,United States,Cross stitch girl  LOW BID AUTO Low bid,Amazon,close-match,-,5,10.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO Low bid,United States,Cross stitch girl  LOW BID AUTO Low bid,Amazon,loose-match,-,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO Low bid,United States,Cross stitch girl  LOW BID AUTO Low bid,Amazon,substitutes,-,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID AUTO Low bid,United States,Ballerina LOW BID AUTO Low bid,Amazon,loose-match,-,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID AUTO Low bid,United States,Ballerina LOW BID AUTO Low bid,Amazon,substitutes,-,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO TOS,United States,10 embroidery LOW BID AUTO TOS,Amazon,close-match,-,5,0.4600%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO TOS,United States,10 embroidery LOW BID AUTO TOS,Amazon,loose-match,-,3,66.6700%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO TOS,United States,10 embroidery LOW BID AUTO TOS,Amazon,substitutes,-,4,0.6400%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID AUTO Low Bid,United States,Stitch Dictionary CAT LOW BID AUTO Low Bid,Amazon,close-match,-,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",Stitch Dictionary All,USD,Stitch Dictionary CAT LOW BID AUTO Low Bid,United States,Stitch Dictionary CAT LOW BID AUTO Low Bid,Amazon,substitutes,-,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO TOS,United States,Cross stitch girl  LOW BID AUTO TOS,Amazon,close-match,-,1,100.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO TOS,United States,Cross stitch girl  LOW BID AUTO TOS,Amazon,loose-match,-,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID AUTO TOS,United States,Cross stitch girl  LOW BID AUTO TOS,Amazon,substitutes,-,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO low bid,United States,10 embroidery LOW BID AUTO low bid,Amazon,close-match,-,126,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO low bid,United States,10 embroidery LOW BID AUTO low bid,Amazon,loose-match,-,144,0.0800%,1,0.6944%,$0.05,$0.05,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 15, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO low bid,United States,10 embroidery LOW BID AUTO low bid,Amazon,complements,-,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID AUTO low bid,United States,10 embroidery LOW BID AUTO low bid,Amazon,substitutes,-,47,0.0000%,1,2.1277%,$0.20,$0.20,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID Product targeting,United States,Cross stitch girl  LOW BID Product targeting,Amazon,"category=""Cross-Stitch Stamped Kits""",-,62,0.0000%,1,1.6129%,$0.08,$0.08,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID product targeting,United States,10 embroidery LOW BID product targeting,Amazon,"category=""Embroidery Kits""",-,211,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,b09x55kl2c,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery patterns,BROAD,59,0.0100%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery patterns,PHRASE,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery patterns,EXACT,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch kits for beginners,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch kits for beginners,EXACT,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kit for beginners,PHRASE,4,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids embroidery kits ages 8-12,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kit,BROAD,9,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kit,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 13, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch for kids,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids embroidery kits,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,printed cross stitch kits,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kit kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing kit,BROAD,13,0.0000%,1,7.6923%,$0.08,$0.08,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing kit,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,beginner cross stitch kits,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,beginner cross stitch kits,PHRASE,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids needlepoint kits age 8-12,BROAD,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing patterns for beginners,BROAD,13,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing patterns for beginners,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids cross stitch kits ages 8-12,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,child embroidery kit,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,needle point kits for kids,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids embroidery,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kits kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,stitchery kits for kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,needle point for kids ages 4-8,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kits,BROAD,34,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery kits,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids punch needle kit,BROAD,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,punch needle kit beginner kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery for teens,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids embroidery kits for beginners,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,beginner sewing kit,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing craft,BROAD,13,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,beginner needlepoint for kids,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch kids,BROAD,4,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,easy stamped cross stitch kits for kids,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,embroidery craft,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kid cross stitch kit,BROAD,16,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,needlepoint kit for kids,BROAD,5,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,needlepoint kit for kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,beginners needlepoint,BROAD,10,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross-stitch kits for beginners,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross-stitch kits for beginners,PHRASE,1,0.1700%,1,100.0000%,$0.08,$0.08,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,sewing kit,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,needlepoint for kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 13, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,plastic canvas kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch kit for beginners kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch for beginners pre pattern,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,kids cross stitch kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,cross stitch projects,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,easy needlepoint kits,BROAD,12,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,kids needle craft,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 16, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,sewing for kids ages 4-8,BROAD,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 12, 2026",Embroidery for kids,USD,B09X55KL2C 10 embroidery LOW BID Manual Research,United States,10 embroidery LOW BID Manual Research,Amazon,needlepoint for kids,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,beginning cross stitch,BROAD,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitching beginner kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch for littles,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch for littles,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,needle point making kit,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,toddler needlepoint kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
