"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","Refund Commission","Refund Principal","Refund Promotion","Refund RefundCommission","Refund RestockingDeductionPrincipal","Value of returned items","ProductCost Unsellable Refunds","Commission","COMPENSATED_CLAWBACK","FBADisposalFee","FBAInboundConvenienceFee","FBALongTermStorageFee","FBAPerUnitFulfillmentFee","(MCF)","FBAStorageFee","FREE_REPLACEMENT_REFUND_ITEMS","GlobalInboundTransportationFreight","MISSING_FROM_INBOUND","MISSING_FROM_INBOUND_CLAWBACK","REVERSAL_REIMBURSEMENT","STARStorageFee","WAREHOUSE_DAMAGE","WAREHOUSE_LOST","EstimatedPayout","ProductCost Sales","ProductCost Non-Amazon","ProductCost MultichannelCosts","ProductCost MissingFromInbound","ProductCost CostOfMissingReturns","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"12/02/2026","Amazon.com.mx","B08DDJCQKF","FH-FMO5-Y9LJ","Kits de Punto de Cruz Estampados para Principiantes y Niños - 5 Kits de Bordado con Aguja","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0F8R6J7JR","XP-P2WC-9YOW","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Googley Eyes Heart Ages 6+","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.01","0.00","0.00","0.00","0.00","0.00","0.00","-1.01","-1.01","0.00","0.00","20","0.00","-1.01","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0C3YQ5RG1","2Z-YIR5-1UN8","Pirates Pre-Cut Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.ca","B08L8BHD4Z","FBA192SBLRF1.missing1","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0CP2KCF9R","DV-7AST-XFZG","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.51","0.00","0.00","0.00","0.00","0.00","0.00","-1.51","-1.51","0.00","0.00","0","0.00","-1.51","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com.mx","B08L8BHD4Z","FBA192SBLRF1.missing1","5 proyectos de punto de cruz de superhéroes estampados, para principiantes, kit de costura para niños, juego de costura para dijes de mochila..","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0B1935V5N","amzn.gr.Y5-L0PV-8AS4-The3kFTpj9o5I43R-AC","CRAFTILOO Dogs Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. (Dogs)","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.ca","B0BNDVTTSH","amzn.gr.4V-ROEZ-AH0J-VJunug09eqqWav9Z-LN","CRAFTILOO Ballerina Dancers Sewing Kit for Kids, Fun and Educational Craft Set for Boys and Girls Age 5-12, Sew Your Own Felt Ballerina Craft Kit for Beginners","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0BNDVTTSH","amzn.gr.4V-ROEZ-AH0J-VJunug09eqqWav9Z-LN","CRAFTILOO Ballerina Dancers Sewing Kit for Kids, Fun and Educational Craft Set for Boys and Girls Age 5-12, Sew Your Own Felt Ballerina Craft Kit for Beginners","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com.mx","B09WQSBZY7","DH-0K32-KCGU","Kits de costura de hadas para niñas pequeñas, 5 proyectos fáciles para niños, manualidades para hacer tu propia almohada de fieltro, kit de manualidades de peluche, mi primer kit de costura para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6","0.00","0.00","0.00","0.00","FBA","0.00"
"12/02/2026","Amazon.com","B0CP2KCF9R","amzn.gr.DV-7AST-XFZG-rZ1PXZI0aMwocvQC-LN","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"13/02/2026","Amazon.com","B08DDJCQKF","FH-FMO5-Y9LJ","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","279.72","179.82","179.82","0.00","14","9","9","0","1","0.00","-95.33","-0.18","0.00","-3.14","0.00","0.00","0.00","0.00","3.00","-19.98","0.00","-0.60","0.00","0.00","0.00","-69.00","0.00","0.00","0.00","0.00","-96.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","177.71","-92.00","0.00","0.00","0.00","0.00","0.00","85.71","85.71","18.65","21.47","182","12.09","-98.65","0.00","93.16","FBA","0.00"
"13/02/2026","Amazon.com","B09WQSBZY7","DH-0K32-KCGU","CRAFTILOO Fairy Sewing Kit for Kids Ages 5-12 – Beginner Sewing Kit with 5 Pre-Cut Felt Projects – Make Your Own Stuffed Animal Plush Dolls – Fun Girls Craft Kit, Learn to Sew Gift for Kids","219.80","219.80","219.80","0.00","10","10","10","0","0","0.00","-90.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","-66.00","0.00","0.00","0.00","0.00","-84.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.11","0.00","204.00","-60.00","0.00","0.00","-3.00","0.00","0.00","144.00","144.00","32.76","20.63","192","10.94","-90.71","100.00","228.57","FBA","0.00"
"13/02/2026","Amazon.com","B09THLVFZK","RV-FA22-4WFQ","shinshin creation 24,000 Mini Fuse Beads Kit for Adults - Tiny 2.6mm Beads (NOT Standard 5mm) - 48 Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Beads - Bulk Pixel Art Craft","395.56","164.90","164.90","0.00","12","5","5","0","2","0.00","-119.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.90","-65.96","0.00","-1.98","0.00","0.00","0.00","-84.11","0.00","0.00","0.00","0.00","-100.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","197.84","-141.10","0.00","0.00","0.00","0.00","0.00","56.74","56.74","10.12","21.38","266","6.39","-119.83","0.00","40.21","FBA","0.00"
"13/02/2026","Amazon.com","B09X55KL2C","8P-17QD-1L6J","10 Pre-Stamped Embroidery Patterns for Beginners Embroidery Kit for Kids Girls Needlepoint Kits for Beginners Cross Stitch Craft Sewing Perfect for Ages 7-13","161.88","134.90","134.90","0.00","6","5","5","0","1","0.00","-42.72","0.00","0.00","-8.29","0.00","0.00","0.00","0.00","4.05","-26.98","0.00","-0.81","0.00","0.00","0.00","-44.55","0.00","0.00","0.00","0.00","-55.44","0.00","0.00","17.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","139.68","-69.30","0.00","0.00","0.00","0.00","0.00","70.38","70.38","23.71","17.19","95","11.58","-51.01","0.00","101.56","FBA","0.00"
"13/02/2026","Amazon.com","B0F8R652FX","QU-SQUC-HFLJ","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Rainbow Heart Ages 6+","99.92","99.92","99.92","0.00","4","4","4","0","0","0.00","-40.60","0.00","0.00","-5.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-30.00","0.00","0.00","0.00","0.00","-44.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","78.96","-45.52","0.00","0.00","0.00","0.00","0.00","33.44","33.44","16.73","23.18","79","10.13","-46.32","0.00","73.46","FBA","0.00"
"13/02/2026","Amazon.com","B096MYBLS1","JI-I7Y7-VC9R","12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","45.96","91.92","91.92","0.00","2","4","4","0","0","0.00","-16.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.50","0.00","-20.70","0.00","0.00","0.00","0.00","-30.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","70.20","-27.00","0.00","0.00","0.00","0.00","0.00","47.70","47.70","34.60","12.14","35","17.14","-16.74","100.00","176.67","FBA","0.00"
"13/02/2026","Amazon.com","B09HVDNFMR","N7-TUSA-2329","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat)","89.90","0.00","0.00","0.00","5","0","0","0","0","0.00","-20.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.50","0.00","0.00","0.00","0.00","-18.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.08","-15.00","0.00","0.00","0.00","0.00","0.00","22.08","22.08","24.56","22.99","105","4.76","-20.67","0.00","147.20","FBA","0.00"
"13/02/2026","Amazon.com","B07D6D95NG","O9-70DP-C5J6","shinshin creation Fuse Beads Kit for Kids - 1500 Large 10mm Melty Iron Beads with Pegboards, 48 Patterns - Arts and Crafts for Boys and Girls Ages 4-7","99.92","24.98","24.98","0.00","4","1","1","0","0","0.00","-22.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.75","0.00","0.00","0.00","0.00","-27.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55.45","-40.00","0.00","0.00","0.00","0.00","0.00","15.45","15.45","12.37","18.29","37","13.51","-22.85","0.00","38.63","FBA","0.00"
"13/02/2026","Amazon.com","B08FYH13CL","M8-07DZ-ZEYX","CRAFTILOO Latch Hook Kit for Kids - DIY 2 Pencil Cases Craft Kit for Girls Ages 8-12, Beginner Rug Hooking Set with Yarn, Hook & Easy Instructions - Fun Back to School Arts and Crafts Project","79.92","19.98","19.98","0.00","4","1","1","0","0","0.00","-12.43","0.00","0.00","-5.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-15.00","0.00","0.00","0.00","0.00","-21.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","46.32","-22.50","0.00","0.00","0.00","0.00","0.00","23.82","23.82","23.84","17.60","37","13.51","-17.58","0.00","105.87","FBA","0.00"
"13/02/2026","Amazon.com","B0FQC7YFX6","6P-KW6N-9F9J","CRAFTILOO Lacing Cards for Kids Ages 3-5 - 8 Princess Sewing Cards with Gem Stickers, Toddler Lacing Toy, Fine Motor Preschool Threading Activity for Ages 4-8","0.00","99.90","99.90","0.00","0","5","5","0","0","0.00","-60.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-15.00","0.00","0.00","0.00","0.00","-23.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.06","-10.50","0.00","0.00","0.00","0.00","0.00","-9.44","-9.44","-9.45","60.90","51","9.80","-60.84","0.00","-89.90","FBA","0.00"
"13/02/2026","Amazon.com","B0F8DG32H5","7P-PGQW-ADJU","CRAFTILOO Knitting Kit for Kids – Beginner Knitting Kit to Make a Hat & Cat – Quick Knit Loom Kit with Yarn, Tools & Instructions","59.36","75.54","75.54","0.00","2","3","3","0","0","0.00","-29.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.25","0.00","0.00","0.00","0.00","-35.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","50.08","-26.50","0.00","0.00","0.00","0.00","0.00","23.58","23.58","17.48","21.73","57","8.77","-29.32","0.00","88.98","FBA","0.00"
"13/02/2026","Amazon.com","B0F6YTG1CH","75-24RO-YAXR","CRAFTILOO Cross Stitch Kit for Kids Ages 6-12 – Easy Beginner Embroidery Needlepoint Set for Girls & Boys – Pre-Cut Felt Unicorn Designs with Thread, Needles & Keyrings – 4 Fun Projects","39.96","39.96","39.96","0.00","2","2","2","0","0","0.00","-30.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12.00","0.00","0.00","0.00","0.00","-15.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.30","-8.00","0.00","0.00","0.00","0.00","0.00","13.30","13.30","16.64","38.56","53","7.55","-30.82","0.00","166.25","FBA","0.00"
"13/02/2026","Amazon.com","B0CRZ8M2G1","GP-OSR2-H0XR","shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage","104.94","0.00","0.00","0.00","3","0","0","0","0","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-15.75","0.00","0.00","0.00","0.00","-17.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","71.35","-27.00","0.00","0.00","0.00","0.00","0.00","44.35","44.35","42.26","0.36","64","4.69","-0.38","0.00","164.26","FBA","0.00"
"13/02/2026","Amazon.com","B0FHMRQWRX","MW-AU5S-KO94","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Wise Owl Ages 6+","49.96","24.98","24.98","0.00","2","1","1","0","0","0.00","-2.62","0.00","0.00","-2.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.25","0.00","0.00","0.00","0.00","-16.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.21","-15.90","0.00","0.00","0.00","0.00","0.00","26.31","26.31","35.11","6.37","33","9.09","-4.77","0.00","165.47","FBA","0.00"
"13/02/2026","Amazon.com","B08L8BHD4Z","FBA192SBLRF1.missing1","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","58.74","0.00","0.00","0.00","3","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.82","0.00","0.00","0.00","0.00","-12.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.32","0.00","0.00","0.00","0.00","0.00","0.00","37.32","37.32","63.53","0.00","30","10.00","0.00","0.00","0.00","FBA","0.00"
"13/02/2026","Amazon.com","B0B2XL9D8D","IV-Z101-Z258","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Elephant","43.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.60","0.00","0.00","0.00","0.00","-8.40","0.00","0.00","0.00","0.00","0.00","0.00","14.48","0.00","0.00","0.00","42.57","-8.80","0.00","0.00","0.00","0.00","0.00","33.77","33.77","76.82","1.98","22","9.09","-0.87","0.00","383.75","FBA","0.00"
"13/02/2026","Amazon.com","B0BNDVTTSH","4V-ROEZ-AH0J","CRAFTILOO Ballerina Dancers Sewing Kit for Kids, Fun and Educational Craft Set for Boys and Girls Age 5-12, Sew Your Own Felt Ballerina Craft Kit for Beginners","43.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-2.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.20","0.00","-6.60","0.00","0.00","0.00","0.00","-9.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.97","-6.40","0.00","0.00","0.00","0.00","0.00","22.77","22.77","51.80","4.98","36","5.56","-2.19","100.00","355.78","FBA","0.00"
"13/02/2026","Amazon.com","B08DJYBH4D","6B-PLIR-RTAZ","5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.00","0.00","0.00","0.00","0.00","-8.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.70","-9.00","0.00","0.00","0.00","0.00","0.00","16.70","16.70","41.79","0.00","39","5.13","0.00","0.00","185.56","FBA","0.00"
"13/02/2026","Amazon.com","B07PXN4K8N","6C-ADBV-Q090","XXL Fuse Beads kit, Melty Melting Beads for Kids Crafts | Iron for Kids kit - Fuse pegboards. Compatible Bulk beados Storage - 22000pcs 5mm","69.92","0.00","0.00","0.00","2","0","0","0","0","0.00","-3.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.48","0.00","0.00","0.00","0.00","-15.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.97","-25.00","0.00","0.00","0.00","0.00","0.00","15.97","15.97","22.84","4.42","65","3.08","-3.09","0.00","63.88","FBA","0.00"
"13/02/2026","Amazon.com","B0B18ZHYKR","V5-VHHP-2KSO","Safari Animals Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. Girls Cross Stitch kit","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-0.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.60","0.00","-6.00","0.00","0.00","0.00","0.00","-8.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.48","-9.20","0.00","0.00","0.00","0.00","0.00","20.88","20.88","52.25","0.20","30","6.67","-0.08","100.00","226.96","FBA","0.00"
"13/02/2026","Amazon.com","B08DDJCQKF","B08DDJCQKF-FBA-2026","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","-0.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.00","0.00","0.00","0.00","0.00","-10.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.62","0.00","0.00","0.00","0.00","0.00","0.00","23.62","23.62","59.11","0.68","18","11.11","-0.27","0.00","0.00","FBA","0.00"
"13/02/2026","Amazon.com","B0DC69M3YD","7B-EONH-U3A3","CRAFTILOO Embroidery Kit for Beginners Adults — 4 Floral Stamped Patterns, Learn 17 Stitches | Complete Needlepoint Kit with Hoop, Needles, Thread & Video Tutorial | Embroidery Kits for Adults Women","24.98","24.98","24.98","0.00","1","1","1","0","0","0.00","-44.86","0.00","0.00","-6.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.50","0.00","0.00","0.00","0.00","-8.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17.49","-12.60","0.00","0.00","0.00","0.00","0.00","-30.09","-30.09","-60.23","103.46","93","2.15","-51.69","0.00","-238.81","FBA","0.00"
"13/02/2026","Amazon.com","B0DKD2S3JT","JZ-ZGON-217O","CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner","22.98","22.98","22.98","0.00","1","1","1","0","0","0.00","-8.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.90","0.00","0.00","0.00","0.00","-11.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.68","-12.00","0.00","0.00","0.00","0.00","0.00","6.68","6.68","14.53","18.58","42","4.76","-8.54","0.00","55.67","FBA","0.00"
"13/02/2026","Amazon.com.mx","B08DJYBH4D","6B-PLIR-RTAZ","5 Kit de bordado estampado con patrones de bordado. Kit de bordado para principiantes, kits de punto de cruz para principiantes. Mejor kit de bordado para principiantes para niños, kit de inicio de","26.03","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.91","0.00","0.00","0.00","0.00","-9.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.36","-4.50","0.00","0.00","0.00","0.00","0.00","7.86","7.86","30.20","0.00","28","3.57","0.00","0.00","174.67","FBA","0.00"
"13/02/2026","Amazon.com","B09HVCCNM2","KL-L7KN-R85L","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Unicorn)","17.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-4.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.70","0.00","0.00","0.00","0.00","-3.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.72","-3.00","0.00","0.00","0.00","0.00","0.00","3.72","3.72","20.69","26.86","26","3.85","-4.83","0.00","124.00","FBA","0.00"
"13/02/2026","Amazon.com","B0BP8GCK1G","KS-48AQ-488J","Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for Beginners (Garden Rainbow Fairies Kit)","26.98","0.00","0.00","0.00","1","0","0","0","1","0.00","-2.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.05","-26.98","0.00","-0.81","0.00","0.00","0.00","-4.05","0.00","0.00","0.00","0.00","-4.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.22","-3.20","0.00","0.00","0.00","0.00","0.00","-11.42","-11.42","-42.33","10.42","46","2.17","-2.81","0.00","-356.88","FBA","0.00"
